ao_hechos,mes_hechos,fecha_hechos,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,alcaldia_hechos,colonia_hechos,ao_inicio,mes_inicio,fecha_inicio,calle_hechos,calle_hechos2,longitud,latitud,geopoint
2017,Abril,2017-04-13 23:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-01,GUSTAVO A MADERO,NA,2017,Mayo,2017-05-05 10:43:40,INDETERMINADO,NA,NA,NA,
2017,Mayo,2017-05-05 11:10:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,VENUSTIANO CARRANZA,MERCED BALBUENA,2017,Mayo,2017-05-05 12:31:54,EJE 2 ORIENTE. AV. CONGRESO DE LA UNIÓN.,NA,-99.1208232323603,19.4204992904919,"19.4204992905,-99.1208232324"
2017,Abril,2017-04-27 18:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTACALCO,IZC-2,UI-1SD,IZTACALCO,AMPLIACIÓN GABRIEL RAMOS MILLÁN,2017,Mayo,2017-05-08 10:32:18,ORIENTE 114,NA,-99.097648872316,19.3895239951331,"19.3895239951,-99.0976488723"
2017,Abril,2017-04-28 12:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,IZTACALCO,AGRÍCOLA PANTITLAN,2017,Mayo,2017-05-08 23:52:37,PRIVADA CENTRAL,NA,-99.0702147838273,19.4064766555096,"19.4064766555,-99.0702147838"
2017,Abril,2017-04-17 11:46:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,NA,2017,Mayo,2017-05-15 17:45:18,SIN CALLES DEL SAP,NA,NA,NA,
2017,Mayo,2017-05-10 19:30:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,BENITO JUAREZ,ALBERT,2017,Mayo,2017-05-17 00:12:17,AV. TLALPAN,NA,-99.14113254114,19.3715365289353,"19.3715365289,-99.1411325411"
2017,Junio,2017-06-16 13:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,ALVARO OBREGON,SAN JOSÉ DEL OLIVAR,2017,Junio,2017-06-18 21:23:47,AVENIDA TOLUCA,MIMOSA,-99.2370284806342,19.3372945079341,"19.3372945079,-99.2370284806"
2017,Junio,2017-06-26 09:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,NA,2017,Junio,2017-06-26 20:41:43,SIN CALLES DEL SAP,NA,NA,NA,
2017,Junio,2017-06-26 14:59:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-03,IZTAPALAPA,UNIDAD EJÉRCITO CONSTITUCIONALISTA,2017,Junio,2017-06-27 20:15:42,EJE 5 SUR,NA,-99.0529625999999,19.3829333998337,"19.3829333998,-99.0529626"
2017,Julio,2017-07-24 17:30:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,BENITO JUAREZ,DEL VALLE CENTRO,2017,Julio,2017-07-26 21:22:41,ADOLFO PRIETO,SAN LORENZO,-99.1721261744316,19.3743034951846,"19.3743034952,-99.1721261744"
2017,Septiembre,2017-09-23 15:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,ÁLVARO OBREGÓN,2017,Septiembre,2017-09-23 19:38:08,FRENTE CALLE ROMULO FIGUEROA,NA,-99.0365164141695,19.3750475805549,"19.3750475806,-99.0365164142"
2017,Septiembre,2017-09-25 15:07:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,TLALPAN,EX HACIENDA SAN JUAN DE DIOS,2017,Septiembre,2017-09-25 16:38:43,COLEGIO DE LA CARIDAD,PROLONGACION MIRAMONTES,-99.1308841068135,19.2862530510739,"19.2862530511,-99.1308841068"
2017,Septiembre,2017-09-28 12:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,CUAUHTEMOC,GUERRERO,2017,Septiembre,2017-09-28 13:09:25,AV.  HIDALGO,VALERIO TRUJANO,-99.1445403,19.4382676998338,"19.4382676998,-99.1445403"
2017,Julio,2017-07-12 12:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-02,TLALPAN,JARDINES EN LA MONTAÑA,2017,Octubre,2017-10-21 12:33:26,PERIFERICO SUR,NA,-99.2023661999999,19.3017805998335,"19.3017805998,-99.2023662"
2017,Noviembre,2017-11-22 09:30:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,COYOACAN,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,2017,Noviembre,2017-11-26 13:42:51,AVENIDA UNIVERSIDAD 3000,NA,-99.1873745828144,19.3368969826275,"19.3368969826,-99.1873745828"
2018,Enero,2018-01-20 15:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,MIGUEL HIDALGO,POLANCO,2018,Febrero,2018-02-01 18:45,CAMPOS ELISEOS,,-99.1927318782694,19.4280266273499,"19.4280266273,-99.1927318783"
2018,Febrero,2018-02-11 15:50,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,BENITO JUAREZ,NARVARTE,2018,Febrero,2018-02-11 17:03,AVENIDA XOLA,DIAGONAL SAN ANTONIO,-99.1560259153737,19.3959795840505,"19.3959795841,-99.1560259154"
2017,Agosto,2017-08-25 12:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,GUELATAO BENITO JUÁREZ,2018,Febrero,2018-02-11 22:18,CERRADA PROLONGACION P. E. CALLES,TELECOMUNICACIONES,-99.0436416656263,19.3863380081623,"19.3863380082,-99.0436416656"
2018,Febrero,2018-02-14 07:20,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-2SD,MIGUEL HIDALGO,ANZURES,2018,Febrero,2018-02-15 10:18,LAFAYETE,,-99.1767203404449,19.4330110704011,"19.4330110704,-99.1767203404"
2017,Noviembre,2017-11-05 14:30:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,TLALPAN,SANTA ÚRSULA XITLA,2017,Noviembre,2017-11-05 18:43:41,INSURGENTES SUR  4087,NA,-99.1758316085084,19.2844414215406,"19.2844414215,-99.1758316085"
2017,Noviembre,2017-11-03 12:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-3,UI-3CD,TLALPAN,SAN PEDRO MÁRTIR,2017,Noviembre,2017-11-06 09:40:54,CAMINO A SAN PEDRO,NA,-99.1611194441254,19.2730955944849,"19.2730955945,-99.1611194441"
2017,Noviembre,2017-11-10 12:48:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-01,MIGUEL HIDALGO,16 DE SEPTIEMBRE,2017,Noviembre,2017-11-10 20:06:13,AVENIDA OBSERVATORIO,NA,-99.2088083682099,19.4007665724706,"19.4007665725,-99.2088083682"
2017,Noviembre,2017-11-10 21:38:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,ALVARO OBREGON,LA JOYITA DEL PUEBLO TETELPAN,2017,Noviembre,2017-11-11 13:29:58,TRAS EL RANCHO MANZANA 03 LOTE 09,EL ROSAL,-99.2319816999998,19.3432994998334,"19.3432994998,-99.2319817"
2017,Noviembre,2017-11-13 10:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-01,CUAUHTEMOC,GUERRERO,2017,Noviembre,2017-11-13 12:52:41,AV. HIDALGO,NA,-99.1474649080731,19.4376720825272,"19.4376720825,-99.1474649081"
2017,Noviembre,2017-11-15 17:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,CUAUHTEMOC,NA,2017,Diciembre,2017-12-01 13:49:32,SE IGNORA LUGAR DE HECHOS,0,NA,NA,
2017,Septiembre,2017-09-14 17:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,SANTA MARTHA ACATITLA,2017,Diciembre,2017-12-01 20:51:28,CALZADA IGNACIO ZARAGOZA,NA,-99.0065865131362,19.364969303487,"19.3649693035,-99.0065865131"
2015,Noviembre,2015-11-22 23:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-02,BENITO JUAREZ,SAN JOSÉ INSURGENTES,2016,Enero,2016-01-15 23:36:19,LOS JUAREZ,NA,-99.1870009999999,19.3707119998339,"19.3707119998,-99.187001"
2017,Diciembre,2017-12-01 08:30:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-02,IZTAPALAPA,ZONA URBANA EJIDAL LOS REYES CULHUACAN,2017,Diciembre,2017-12-02 12:04:00,ILHUICAMINA,NA,-99.1028621540653,19.3461315256661,"19.3461315257,-99.1028621541"
2016,Septiembre,2016-09-10 09:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,XOCHIMILCO,SANTA CECILIA TEPETLAPA,2017,Diciembre,2017-12-08 16:10:19,JACARANDAS,CALIXPA,-99.1044725564651,19.219178216295,"19.2191782163,-99.1044725565"
2017,Diciembre,2017-12-11 11:20:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-3CD,XOCHIMILCO,CERRILLOS SEGUNDA SECCIÓN,2017,Diciembre,2017-12-12 14:40:00,JOSE M. CAMACHO,FELIPE PRADO,-99.0053346819065,19.256139290269,"19.2561392903,-99.0053346819"
2016,Junio,2016-06-05 18:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,IZTACALCO,NUEVA SANTA ANITA,2016,Junio,2016-06-10 17:56:34,EMPERADORES AZTECAS,NA,-99.1282169205066,19.398139197524,"19.3981391975,-99.1282169205"
2016,Junio,2016-06-09 19:40:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,GUERRERO,2016,Junio,2016-06-10 20:48:54,FELIX GOMEZ,EJE CENTRAL LAZARO CARDENAS,-99.1385843999999,19.4488248998331,"19.4488248998,-99.1385844"
2016,Junio,2016-06-05 07:34:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-03,LA MAGDALENA CONTRERAS,BARRIO SAN FRANCISCO,2016,Junio,2016-06-11 19:45:12,TANTOCO,IXHUACAN,-99.2388034409992,19.3117646591401,"19.3117646591,-99.238803441"
2016,Junio,2016-06-15 10:30:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,TLALPAN,LOS CIPRESES,2016,Junio,2016-06-17 09:23:58,ANTIGUO CAMINO AL AJUSCO S/N,ATLETAS DE 1935,-99.1525957999999,19.2365991998338,"19.2365991998,-99.1525958"
2017,Enero,2017-01-17 12:30,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,COYOACAN,TAXQUEÑA,2018,Enero,2018-01-17 19:23,AV. TAXQUEÑA 1818,,-99.1231925075098,19.3377787178439,"19.3377787178,-99.1231925075"
2017,Septiembre,2017-09-15 22:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,GUSTAVO A MADERO,SAN JUAN DE ARAGÓN,2018,Enero,2018-01-13 17:41,JUAN FRANCISCO,,-99.0842725859662,19.4719574735344,"19.4719574735,-99.084272586"
2018,Enero,2018-01-13 08:30,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,CUAUHTEMOC,DOCTORES,2018,Enero,2018-01-15 13:44,NIÑOS HEROES,DR. LAVISTA,-99.149597649163,19.4239411840725,"19.4239411841,-99.1495976492"
2017,Diciembre,2017-12-22 10:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-2SD,IZTAPALAPA,ERMITA ZARAGOZA,2018,Enero,2018-01-19 18:39,RETORNO LA ROQUETA,SEGUNDA SECCION,-98.9961936531067,19.3617207150602,"19.3617207151,-98.9961936531"
2018,Enero,2018-01-13 16:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,SANTA MARTHA ACATITLA SUR,2018,Enero,2018-01-22 00:19,CALLE JOAQUIN TLAUCELL,,-99.0168420209649,19.3682920914846,"19.3682920915,-99.016842021"
2017,Diciembre,2017-12-26 16:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-02,IZTACALCO,AGRÍCOLA PANTITLAN,2018,Enero,2018-01-22 16:23,AVENIDA NORTE 314,,-99.0595272641249,19.4096839541172,"19.4096839541,-99.0595272641"
2018,Enero,2018-01-27 03:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,PROGRESISTA,2018,Enero,2018-01-27 11:18,PLUTARCO ELIAS CALLES,,-99.0647738615322,19.3586470080214,"19.358647008,-99.0647738615"
2018,Enero,2018-01-23 16:30,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,CUAUHTEMOC,SAN RAFAEL,2018,Enero,2018-01-24 16:44,SULLIVAN,,-99.1625003569581,19.4340809356201,"19.4340809356,-99.162500357"
2017,Marzo,2017-03-01 09:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-03,IZTAPALAPA,PREDIO EL MOLINO,2018,Enero,2018-01-26 15:34,AVENIDA CANAL DE CHALCO,,-99.0766411895402,19.2919776745321,"19.2919776745,-99.0766411895"
2018,Enero,2018-01-18 18:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,,2018,Enero,2018-01-30 18:22,SIN CALLES DEL SAP,,NA,NA,
2018,Enero,2018-01-27 18:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-01,TLALPAN,BELISARIO DOMÍNGUEZ SECCIÓN XVI,2018,Enero,2018-01-27 20:12,CALZADA DE TLALPAN 4800,,-99.1611831999159,19.2902341983804,"19.2902341984,-99.1611831999"
2017,Julio,2017-07-17 19:40:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,COYOACAN,CAMPESTRE CHURUBUSCO,2017,Julio,2017-07-17 22:25:32,AVENIDA TAXQUEÑA,NA,-99.136107529,19.3410649908339,"19.3410649908,-99.136107529"
2016,Septiembre,2016-09-22 09:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,IZTACALCO,GRANJAS MÉXICO,2017,Julio,2017-07-19 14:22:15,CANELA,NA,-99.1065704614077,19.3990340496836,"19.3990340497,-99.1065704614"
2017,Julio,2017-07-06 07:35:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-01,GUSTAVO A MADERO,CUCHILLA DEL TESORO,2017,Julio,2017-07-19 21:22:23,PTE 7,NTE 1,-99.0604451274702,19.445813338067,"19.4458133381,-99.0604451275"
2017,Julio,2017-07-16 12:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-1,UI-3SD,GUSTAVO A MADERO,LOMA LA PALMA,2017,Diciembre,2017-12-21 13:47:26,TECNOLOGICO,NA,-99.1466652339023,19.5433961134269,"19.5433961134,-99.1466652339"
2017,Julio,2017-07-20 18:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,TLALPAN,TLALPAN CENTRO I,2017,Julio,2017-07-26 10:44:27,GENERAL GUADALUPE VICTORIA,NA,-99.1731838042968,19.2896467612655,"19.2896467613,-99.1731838043"
2017,Marzo,2017-03-12 10:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,ALVARO OBREGON,MERCED GÓMEZ,2017,Julio,2017-07-26 12:45:57,AVENIDA CENTENARIO,NA,-99.2009011099348,19.3662780970942,"19.3662780971,-99.2009011099"
2017,Marzo,2017-03-23 23:47:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,CUAUHTEMOC,NA,2017,Marzo,2017-03-26 10:22:40,NO REFIEREN CALLES,NA,NA,NA,
2017,Marzo,2017-03-30 11:10:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS,CU,UI-1CD,COYOACAN,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,2017,Marzo,2017-03-30 20:21:04,CTO. ESCOLAR,FRONTONES 6-7,-99.1860063570765,19.3248772574452,"19.3248772574,-99.1860063571"
2017,Enero,2017-01-15 11:30:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-01,MIGUEL HIDALGO,REFORMA PENSIL,2017,Abril,2017-04-23 19:35:47,REFORMA 316,NA,-99.1910197759241,19.4493029018359,"19.4493029018,-99.1910197759"
2017,Marzo,2017-03-01 13:30,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,BENITO JUAREZ,NARVARTE,2018,Febrero,2018-02-23 14:05,OBRERO MUNDIAL,,-99.1522080023788,19.4019579998332,"19.4019579998,-99.1522080024"
2018,Febrero,2018-02-24 11:20,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,ALVARO OBREGON,JOSÉ MARIA PINO SUÁREZ,2018,Febrero,2018-02-25 10:17,PAVOREAL,,-99.1955107716095,19.3980734819831,"19.398073482,-99.1955107716"
2017,Abril,2017-04-26 21:40:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,CENTRO,2017,Abril,2017-04-27 14:02:22,ZOCALO,NA,-99.1332048999999,19.4326017998334,"19.4326017998,-99.1332049"
2017,Abril,2017-04-27 14:02:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-02,BENITO JUAREZ,NARVARTE,2017,Abril,2017-04-27 17:07:35,CUMBRES DE MALTRATA,DR. JOSE MARIA VERTIZ,-99.1519138078716,19.3864087347037,"19.3864087347,-99.1519138079"
2017,Junio,2017-06-18 12:25:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,BENITO JUAREZ,MIXCOAC,2017,Septiembre,2017-09-18 14:26:55,SIN CALLES DEL SAP,NA,-99.1906336985276,19.3720893551845,"19.3720893552,-99.1906336985"
2018,Abril,2018-04-05 17:05,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,CUAUHTEMOC,CENTRO,2018,Mayo,2018-05-08 10:26,CALLE DE REVILLAGIGEDO,,-99.1470591853209,19.4289183136665,"19.4289183137,-99.1470591853"
2018,Abril,2018-04-27 15:04,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,COYOACAN,,2018,Mayo,2018-05-08 11:37,SE DESCONOCE,,NA,NA,
2017,Septiembre,2017-09-26 20:16:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-01,CUAUHTEMOC,CENTRO,2017,Septiembre,2017-09-26 22:06:15,INTERIOR DEL METRO CUAUHTEMOC,NA,-99.1516445592708,19.426474413112,"19.4264744131,-99.1516445593"
2016,Mayo,2016-05-18 21:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-02,CUAUHTEMOC,JUÁREZ,2016,Mayo,2016-05-20 20:14:56,LONDRES,NA,-99.1639419999999,19.425485999833,"19.4254859998,-99.163942"
2017,Septiembre,2017-09-26 11:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,CUAUHTEMOC,BUENAVISTA,2017,Septiembre,2017-09-28 14:22:00,VIOLETA,ALDAMA,-99.1510654132805,19.4420894885649,"19.4420894886,-99.1510654133"
2017,Julio,2017-07-15 17:30:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-4,UI-3CD,IZTAPALAPA,INSURGENTES,2017,Septiembre,2017-09-28 16:18:47,MONTECITOS,NA,-99.053922870547,19.3313521675758,"19.3313521676,-99.0539228705"
2017,Septiembre,2017-09-25 14:26:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PUBLICOS,B,UI-3CD,CUAUHTEMOC,NA,2017,Septiembre,2017-09-28 18:02:44,NO REFIERE LUGAR DE HECHOS,NA,NA,NA,
2018,Mayo,2018-05-11 15:30,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-02,IZTAPALAPA,LOMAS DE SAN LORENZO,2018,Mayo,2018-05-13 14:05,LIBRES,,-99.0715613482278,19.3173898052241,"19.3173898052,-99.0715613482"
2018,Mayo,2018-05-14 13:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,MIGUEL HIDALGO,TACUBAYA,2018,Mayo,2018-05-14 14:21,AV. JALISCO,VIAD. MIGUEL ALEMAN (SIN REGISTRO DEL SAP),-99.1887284537107,19.3997375575685,"19.3997375576,-99.1887284537"
2018,Marzo,2018-03-17 14:18,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-02,CUAUHTEMOC,,2018,Marzo,2018-03-17 16:09,INTERIOR DE LA ESTACION SAN LAZARO,NO  EXISTE LA CALLE CON LA COLONIA,NA,NA,
2018,Febrero,2018-02-12 06:29,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,,2018,Marzo,2018-03-20 19:20,VIA CORREO ELECTRONICO FUE LA ULTIMA VEZ QUE TUVE CONTACTO CON EL,,NA,NA,
2018,Marzo,2018-03-15 18:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-03,COYOACAN,CULHUACÁN CTM SECCIÓN VII,2018,Marzo,2018-03-21 20:07,AV. CANAL NACIONAL,MARIQUITA SANCHEZ,-99.1086588419903,19.3251365333538,"19.3251365334,-99.108658842"
2018,Marzo,2018-03-22 15:50,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-01,COYOACAN,,2018,Marzo,2018-03-22 19:03,SIN CALLES DEL SAP,,NA,NA,
