ao_hechos,mes_hechos,fecha_hechos,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,alcaldia_hechos,colonia_hechos,ao_inicio,mes_inicio,fecha_inicio,calle_hechos,calle_hechos2,longitud,latitud,geopoint
2015,Noviembre,2015-11-25 19:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,GUSTAVO A MADERO,TABLAS DE SAN AGUSTÍN,2016,Febrero,2016-02-25 11:10:08,ORIENTE 103,NA,-99.110092,19.4641489998333,"19.4641489998,-99.110092"
2018,Agosto,2018-08-20 12:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-1,UI-1SD,XOCHIMILCO,JARDINES DEL SUR,2018,Noviembre,2018-11-05 21:07,PROLONGACION  ACUEDUCTO,COLEGIO  DE  BACHILLERES  13,-99.1186274445138,19.2554308596684,"19.2554308597,-99.1186274445"
2018,Noviembre,2018-11-04 04:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,TLALPAN,ISIDRO FABELA SECCION CANTIL,2018,Noviembre,2018-11-05 21:16,CUITLAHUAC,,-99.1693342376312,19.2962425288689,"19.2962425289,-99.1693342376"
2016,Febrero,2016-02-06 10:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,GUSTAVO A MADERO,SAN PEDRO ZACATENCO,2016,Febrero,2016-02-26 03:00:35,SIN CALLES DEL SAP,NA,-99.1214119999999,19.5069349998332,"19.5069349998,-99.121412"
2016,Febrero,2016-02-26 04:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,BENITO JUAREZ,NARVARTE,2016,Febrero,2016-02-26 09:52:48,AVENIDA CUAUHTEMOC,ESQUINA ROMERO DE TERREROS,-99.1561709999999,19.3939579998339,"19.3939579998,-99.156171"
2016,Febrero,2016-02-22 19:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-2CD,TLALPAN,MIGUEL HIDALGO 3A SECCIÓN,2016,Febrero,2016-02-26 14:35:29,CALLE VICENTE HEREDIA,NA,-99.2050999999999,19.2779379998343,"19.2779379998,-99.2051"
2018,Noviembre,2018-11-05 17:13,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-02,MIGUEL HIDALGO,LOMAS DE SOTELO,2018,Noviembre,2018-11-06 13:05,CALZADA LEGARIA,,-99.2094695870505,19.4454981412486,"19.4454981412,-99.2094695871"
2018,Octubre,2018-10-30 20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,BENITO JUAREZ,XOCO,2018,Noviembre,2018-11-06 13:06,AV.  COYOACAN (EJE 3 PTE.),,-99.1707601625245,19.359902597421,"19.3599025974,-99.1707601625"
2018,Noviembre,2018-11-05 21:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,COYOACAN,,2018,Noviembre,2018-11-06 15:41,NO SABE,,NA,NA,
2018,Agosto,2018-08-28 12:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-02,AZCAPOTZALCO,VICTORIA DE LAS DEMOCRACIAS,2018,Noviembre,2018-11-06 19:51,JACARANDAS,,-99.1637106029088,19.4694059200904,"19.4694059201,-99.1637106029"
2016,Febrero,2016-02-25 19:40:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-03,GUSTAVO A MADERO,TEPEYAC INSURGENTES,2016,Febrero,2016-02-27 11:26:35,FORTUNA,NA,-99.1235559999999,19.4807309998329,"19.4807309998,-99.123556"
2018,Noviembre,2018-11-06 18:57,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-02,IZTAPALAPA,UNIDAD EJÉRCITO CONSTITUCIONALISTA,2018,Noviembre,2018-11-06 20:25,METRO TEPALCATES,,-99.0464104818204,19.3911685553856,"19.3911685554,-99.0464104818"
2018,Octubre,2018-10-29 13:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-03,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCIÓN,2018,Noviembre,2018-11-07 15:46,ORIENTE 168,,-99.0983256252282,19.4270040163887,"19.4270040164,-99.0983256252"
2018,Noviembre,2018-11-07 09:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-03,IZTAPALAPA,GRANJAS ESMERALDA,2018,Noviembre,2018-11-07 19:16,AVENIDA ERMITA IZTAPALAPA,,-99.117351608037,19.3571820576188,"19.3571820576,-99.117351608"
2018,Noviembre,2018-11-07 18:26,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,TLALPAN,POPULAR SANTA TERESA,2018,Noviembre,2018-11-07 22:24,CANCUN,,-99.2216442306023,19.3037034345547,"19.3037034346,-99.2216442306"
2018,Noviembre,2018-11-07 21:23,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MAGDALENA CONTRERAS,MC-1,UI-3SD,LA MAGDALENA CONTRERAS,PUEBLO NUEVO BAJO,2018,Noviembre,2018-11-07 23:01,CDA DE SAN RAFAEL,,-99.2465455880648,19.3064573553101,"19.3064573553,-99.2465455881"
2016,Enero,2016-01-27 11:20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-2SD,MIGUEL HIDALGO,GRANADA,2016,Febrero,2016-02-29 16:06:56,LAGO VICTORIA,NA,-99.1936809999998,19.4393929998334,"19.4393929998,-99.193681"
2018,Noviembre,2018-11-01 20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,AZCAPOTZALCO,SANTA MARIA MALINALCO,2018,Noviembre,2018-11-08 12:55,SAN SEBASTIAN,,-99.183049616517,19.4817013921453,"19.4817013921,-99.1830496165"
2018,Noviembre,2018-11-06 19:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-1CD,AZCAPOTZALCO,PETROLERA,2018,Noviembre,2018-11-08 15:56,CALLE MIGUEL LERDO DE TEJADA,,-99.1967795790059,19.4853138929298,"19.4853138929,-99.196779579"
2018,Noviembre,2018-11-08 06:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-01,COYOACAN,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR,2018,Noviembre,2018-11-08 17:12,EMILIANO ZAPATA,,-99.1115692906555,19.317626205939,"19.3176262059,-99.1115692907"
2018,Noviembre,2018-11-07 12:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MILPA ALTA,MIL-2,UI-1CD,MILPA ALTA,SAN FRANCISCO TECOXPA,2018,Noviembre,2018-11-08 19:10,AV. MIGUEL  HIDALGO,,-99.0057818984274,19.1970445303241,"19.1970445303,-99.0057818984"
2018,Noviembre,2018-11-08 20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-01,MIGUEL HIDALGO,REFORMA SOCIAL,2018,Noviembre,2018-11-08 23:39,CALLE 6,,-99.2180216682153,19.4299611113351,"19.4299611113,-99.2180216682"
2018,Noviembre,2018-11-08 19:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-02,IZTAPALAPA,SAN ANTONIO,2018,Noviembre,2018-11-09 13:22,CALLE FRANCISCO ALVAREZ DEL CASTILLO,,-99.0741758537353,19.3071242752948,"19.3071242753,-99.0741758537"
2018,Septiembre,2018-09-04 22:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,TLALPAN,VIVEROS COATECTLÁN,2018,Noviembre,2018-11-09 18:23,EUCALIPTO,,-99.1525761194023,19.243836826962,"19.243836827,-99.1525761194"
2018,Noviembre,2018-11-09 15:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,BENITO JUAREZ,,2018,Noviembre,2018-11-10 00:09,DESCONOCIDO,,NA,NA,
2018,Noviembre,2018-11-10 12:15,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,MIGUEL HIDALGO,LAGO NORTE,2018,Noviembre,2018-11-10 13:35,2DA CERRADA DE LAGO BOLSENA,,-99.1875028006978,19.4473987404721,"19.4473987405,-99.1875028007"
2018,Noviembre,2018-11-10 16:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-2,UI-3CD,TLALPAN,SAN LORENZO HUIPULCO,2018,Noviembre,2018-11-10 17:52,CALZ. DE TLALPAN,INTERIOR DEL TREN LIGERO,-99.1497664001656,19.2955945024128,"19.2955945024,-99.1497664002"
2018,Noviembre,2018-11-11 20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,TLAHUAC,LA CONCHITA,2018,Noviembre,2018-11-11 21:53,ALCATRAZ,ONOFRE CAPETO,-99.037406358028,19.2829392913807,"19.2829392914,-99.037406358"
2018,Noviembre,2018-11-10 05:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,RENOVACIÓN,2018,Noviembre,2018-11-11 22:01,CALLE 10 MANZANA 44 LOTE 15,AVENIDA UNO,-99.048926751525,19.3718905049029,"19.3718905049,-99.0489267515"
2018,Noviembre,2018-11-09 16:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,ALVARO OBREGON,LOMAS DE LA ERA,2018,Noviembre,2018-11-12 11:56,VICENTE GUERRERO,QUINTA MARGARITA,-99.2617465203588,19.3188886646232,"19.3188886646,-99.2617465204"
2017,Octubre,2017-10-08 21:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-02,IZTAPALAPA,SAN JUAN XALPA,2018,Noviembre,2018-11-12 16:49,CIRUELO,,-99.0794419433546,19.334524683582,"19.3345246836,-99.0794419434"
2018,Noviembre,2018-11-12 16:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-2,UI-2CD,AZCAPOTZALCO,SAN JUAN TLIHUACA,2018,Noviembre,2018-11-12 17:27,CALZ. LUCIO BLANCO,,-99.2057005736728,19.4866704085644,"19.4866704086,-99.2057005737"
2017,Octubre,2017-10-20 19:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-2CD,IZTAPALAPA,PUEBLO CULHUACÁN,2018,Noviembre,2018-11-12 19:11,AVENUDA CANAL NACIONAL 9 10,,-99.1115094553476,19.3354830548363,"19.3354830548,-99.1115094553"
2018,Noviembre,2018-11-13 11:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-03,GUSTAVO A MADERO,CHURUBUSCO TEPEYAC,2018,Noviembre,2018-11-13 14:01,A/010/2002,,-99.1378985488566,19.4869854266927,"19.4869854267,-99.1378985489"
2018,Noviembre,2018-11-13 15:55,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,MIGUEL HIDALGO,POPOTLA,2018,Noviembre,2018-11-13 17:21,CALZADA MEXICO TACUBA,,-99.1777190899632,19.4543705641145,"19.4543705641,-99.17771909"
2018,Noviembre,2018-11-08 18:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,IZTACALCO,AGRÍCOLA ORIENTAL,2018,Noviembre,2018-11-14 10:32,ORIENTE 237,,-99.0751994010107,19.3981961056477,"19.3981961056,-99.075199401"
2018,Noviembre,2018-11-12 18:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-1CD,COYOACAN,AJUSCO,2018,Noviembre,2018-11-14 18:03,NAHUATLECAS,,-99.156680006759,19.321272985447,"19.3212729854,-99.1566800068"
2018,Noviembre,2018-11-14 17:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-01,MIGUEL HIDALGO,UN HOGAR PARA NOSOTROS,2018,Noviembre,2018-11-14 18:24,CALZADA MEXICO TACUBA ES,AV. DE LOS MAESTROS,-99.167214376246,19.4445401406557,"19.4445401407,-99.1672143762"
2018,Agosto,2018-08-15 22:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-02,XOCHIMILCO,SAN FRANCISCO TLALNEPANTLA,2018,Octubre,2018-10-13 15:18,CERRADA  16 DE SEPTIEMBRE,,-99.1151469898408,19.1993609576185,"19.1993609576,-99.1151469898"
2018,Octubre,2018-10-10 14:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,COYOACAN,,2018,Octubre,2018-10-14 14:34,SE DESCONOCE EL LUGAR DE LOS HECHOS,,NA,NA,
2018,Octubre,2018-10-14 07:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-03,IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL,2018,Octubre,2018-10-14 16:02,VILLA NUEVA FRANCO,,-99.0384939408214,19.3263521142911,"19.3263521143,-99.0384939408"
2018,Octubre,2018-10-14 15:40,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,COYOACAN,CENTRAL DE AUTOBUSES DEL SUR TAXQUEÑA,2018,Octubre,2018-10-14 16:45,AVENIDA TAXQUEÑA,MIRAMONTES,-99.1375563994815,19.341130024218,"19.3411300242,-99.1375563995"
2018,Julio,2018-07-31 01:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,AZCAPOTZALCO,AMPLIACIÓN SAN PEDRO XALPA,2018,Octubre,2018-10-15 10:49,PLUTARCO  ELIAS CALLES,,-99.2188033214515,19.4787836064369,"19.4787836064,-99.2188033215"
2018,Octubre,2018-10-16 09:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-1,UI-2CD,TLALPAN,LOMAS DE PADIERNA,2018,Octubre,2018-10-16 12:09,CHEMAX,,-99.2190292706621,19.292263843775,"19.2922638438,-99.2190292707"
2018,Agosto,2018-08-31 11:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",57,UI-2CD,MILPA ALTA,SAN JOSÉ (SANTA ANA TLACOTENCO),2018,Octubre,2018-10-16 13:35,HIDALGO SAN JOSE,,-98.9974845462511,19.17784371686,"19.1778437169,-98.9974845463"
2018,Octubre,2018-10-16 17:40,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-02,AZCAPOTZALCO,LAS SALINAS,2018,Octubre,2018-10-16 19:54,AV. CEYLAN (ES OTRA COLONIA),,-99.1711017940935,19.4911081543043,"19.4911081543,-99.1711017941"
2018,Junio,2018-06-28 11:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-03,IZTACALCO,VIADUCTO PIEDAD,2018,Octubre,2018-10-17 09:53,CORUÑA,SUR 65-A,-99.1316582187448,19.4009095274536,"19.4009095275,-99.1316582187"
2018,Septiembre,2018-09-23 21:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,COYOACAN,PARQUE SAN ANDRÉS,2018,Octubre,2018-10-17 13:25,IRLANDA,,-99.1498798083855,19.3485242503259,"19.3485242503,-99.1498798084"
2018,Octubre,2018-10-06 18:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-01,GUSTAVO A MADERO,CASTILLO GRANDE,2018,Octubre,2018-10-18 16:08,BENITO JUAREZ,,-99.134816853755,19.5417131105605,"19.5417131106,-99.1348168538"
2018,Octubre,2018-10-17 16:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,IZTAPALAPA,PURÍSIMA ATLAZOLPA,2018,Octubre,2018-10-18 20:38,ABORDO DE VEHÍCULO PARTICULAR RUMBO A METRO APATLACO,,-99.1093905481427,19.3785740537875,"19.3785740538,-99.1093905481"
2018,Octubre,2018-10-18 23:07,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-2,UI-1SD,XOCHIMILCO,SANTA MARÍA TEPEPAN,2018,Octubre,2018-10-19 00:32,CAMINO REAL AL AJUSCO,,-99.1337793488786,19.2624228106677,"19.2624228107,-99.1337793489"
2018,Septiembre,2018-09-05 12:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",D,UI-2SD,TLALPAN,HÉROES DE PADIERNA,2018,Octubre,2018-10-19 14:41,TULUM,,-99.2267968208026,19.2835062653932,"19.2835062654,-99.2267968208"
2018,Octubre,2018-10-16 08:40,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-02,GUSTAVO A MADERO,NUEVA VALLEJO,2018,Octubre,2018-10-19 23:06,AV. SUR DE LOS 100 METROS,,-99.1466076777419,19.4843412284456,"19.4843412284,-99.1466076777"
2018,Octubre,2018-10-01 06:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,GUSTAVO A MADERO,CHALMA DE GUADALUPE,2018,Octubre,2018-10-20 00:13,SANTO DOMINGO,DEL CARMEN,-99.1539804399242,19.5531939872564,"19.5531939873,-99.1539804399"
2018,Octubre,2018-10-19 20:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-03,IZTAPALAPA,,2018,Octubre,2018-10-20 13:59,SE DESCONOCE EL LUGAR DE LOS HECHOS,,NA,NA,
2018,Mayo,2018-05-31 01:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-03,IZTAPALAPA,LOMAS DE SAN LORENZO,2018,Octubre,2018-10-20 15:34,AZUCENA,,-99.0623627288563,19.3196755236845,"19.3196755237,-99.0623627289"
2018,Octubre,2018-10-20 17:36,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,ALVARO OBREGON,Las Aguilas (AOB-3),2018,Octubre,2018-10-20 18:31,2DA CERRADA BAHIA,,-99.2226133762092,19.3492413303387,"19.3492413303,-99.2226133762"
2018,Octubre,2018-10-20 22:15,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-03,CUAUHTEMOC,TABACALERA,2018,Octubre,2018-10-21 03:33,AVENIDA PUENTE ALVARADO,JOSE MARIA IGLESIAS,-99.1547999819301,19.439198906137,"19.4391989061,-99.1547999819"
2018,Octubre,2018-10-21 09:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-01,CUAUHTEMOC,ROMA NORTE,2018,Octubre,2018-10-21 19:41,YUCATAN,,-99.1640169754926,19.4147105818485,"19.4147105818,-99.1640169755"
2018,Octubre,2018-10-20 06:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-02,VENUSTIANO CARRANZA,PUEBLA,2018,Octubre,2018-10-22 08:38,CALLE 75,FRANCISCO MORAZAN (AV. 8),-99.0821813809006,19.4077876132139,"19.4077876132,-99.0821813809"
2018,Octubre,2018-10-16 07:50,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,CENTRO,2018,Octubre,2018-10-22 15:41,ESTACION DEL METRO PINO SUAREZ,LINEA 2,-99.1326996443623,19.4248786298961,"19.4248786299,-99.1326996444"
2018,Octubre,2018-10-21 05:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-4,UI-2CD,COYOACAN,VILLA QUIETUD,2018,Octubre,2018-10-22 17:28,HACIENDA TORRECILLA,,-99.1050248368391,19.3001010985995,"19.3001010986,-99.1050248368"
2014,Diciembre,2014-12-27 14:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-2CD,GUSTAVO A MADERO,LINDAVISTA,2018,Octubre,2018-10-22 17:56,NEIVA,,-99.1275297276056,19.4995464114443,"19.4995464114,-99.1275297276"
2018,Octubre,2018-10-22 19:45,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,DOCTORES,2018,Octubre,2018-10-22 21:20,ESTACION DEL METRO BALDERAS,"LINEA 1, DIRECCION OBSERVATORIO",-99.148638351053,19.427179392322,"19.4271793923,-99.1486383511"
2018,Octubre,2018-10-21 20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-02,GUSTAVO A MADERO,VALLEJO,2018,Octubre,2018-10-22 22:32,TAMAGNO,,-99.1318896178308,19.4690436855368,"19.4690436855,-99.1318896178"
2018,Octubre,2018-10-23 09:10,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,CUAUHTEMOC,CENTRO,2018,Octubre,2018-10-23 10:43,ESTACION DEL METRO JUAREZ,"LINEA 3, DIRECCION A UNIVERSIDAD",-99.1476828997969,19.4333112966077,"19.4333112966,-99.1476828998"
2016,Julio,2016-07-02 17:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,GUSTAVO A MADERO,VILLA GUSTAVO A. MADERO,2018,Octubre,2018-10-23 10:54,SOTANO DE ANTIGUA BASILICA DE GUADALUPE,CALZADA DE GUADALUPE,-99.1169866996982,19.4852101005226,"19.4852101005,-99.1169866997"
2018,Octubre,2018-10-20 20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,COYOACAN,PEDREGAL DE SANTO DOMINGO,2018,Octubre,2018-10-23 13:00,JOCOQUE,,-99.1708913714474,19.3303362027426,"19.3303362027,-99.1708913714"
2018,Octubre,2018-10-23 14:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,TLALPAN,HÉROES DE PADIERNA,2018,Octubre,2018-10-23 14:55,CALLE CANCÚN,,-99.2202049276323,19.2870964103875,"19.2870964104,-99.2202049276"
2018,Octubre,2018-10-07 20:30,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,TLALPAN,TEPEXIMILPA SERVIMET,2018,Octubre,2018-10-23 15:12,IXCATECOS,,-99.1922840490715,19.2722507386874,"19.2722507387,-99.1922840491"
2018,Octubre,2018-10-23 19:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-3SD,AZCAPOTZALCO,SANTIAGO AHUIZOTLA,2018,Octubre,2018-10-24 02:05,ELPIDIO CORTEZ,,-99.2133412805039,19.482050403867,"19.4820504039,-99.2133412805"
